genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
BackhedF_2015__SID577_4M__bin.1	10068	No	BackhedF_2015	SID577_4M	4499455	21203	341	98.35	0.69	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID577_4M__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID577_4M__bin.1.txt
BackhedF_2015__SID577_B__bin.2	10116	No	BackhedF_2015	SID577_B	5007738	164875	52	97.03	0.89	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10116/BackhedF_2015__SID577_B__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10116.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10116/BackhedF_2015__SID577_B__bin.2.txt
BackhedF_2015__SID577_M__bin.27	10068	No	BackhedF_2015	SID577_M	4300074	23624	288	96.61	0.42	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID577_M__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID577_M__bin.27.txt
BackhedF_2015__SID582_4M__bin.5	10118	No	BackhedF_2015	SID582_4M	5558131	23303	400	97.99	1.37	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10118/BackhedF_2015__SID582_4M__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10118.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10118/BackhedF_2015__SID582_4M__bin.5.txt
BackhedF_2015__SID585_M__bin.27	10068	No	BackhedF_2015	SID585_M	4698842	64585	110	99.32	0.54	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID585_M__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID585_M__bin.27.txt
BackhedF_2015__SID587_12M__bin.20	10068	No	BackhedF_2015	SID587_12M	4155439	6488	806	91.44	2.50	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID587_12M__bin.20.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID587_12M__bin.20.txt
BackhedF_2015__SID587_4M__bin.15	10119	No	BackhedF_2015	SID587_4M	5416105	17243	497	95.47	2.81	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/BackhedF_2015__SID587_4M__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/BackhedF_2015__SID587_4M__bin.15.txt
BackhedF_2015__SID589_M__bin.27	10068	No	BackhedF_2015	SID589_M	4820284	367719	26	99.37	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID589_M__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID589_M__bin.27.txt
BackhedF_2015__SID591_4M__bin.8	10068	No	BackhedF_2015	SID591_4M	4092914	10105	546	91.05	0.85	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID591_4M__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID591_4M__bin.8.txt
BackhedF_2015__SID591_M__bin.23	10114	No	BackhedF_2015	SID591_M	5081883	12514	592	61.21	0.00	Klebsiella variicola	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10114/BackhedF_2015__SID591_M__bin.23.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10114.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10114/BackhedF_2015__SID591_M__bin.23.txt
BackhedF_2015__SID591_M__bin.34	10068	No	BackhedF_2015	SID591_M	4955937	114097	77	99.32	0.15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID591_M__bin.34.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID591_M__bin.34.txt
BackhedF_2015__SID598_4M__bin.18	10068	No	BackhedF_2015	SID598_4M	4246680	16772	409	96.48	0.88	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID598_4M__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID598_4M__bin.18.txt
BackhedF_2015__SID598_M__bin.11	10068	No	BackhedF_2015	SID598_M	4361374	55446	115	99.07	0.06	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID598_M__bin.11.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID598_M__bin.11.txt
BackhedF_2015__SID599_12M__bin.7	10068	No	BackhedF_2015	SID599_12M	4607371	105098	80	99.32	0.26	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID599_12M__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID599_12M__bin.7.txt
BackhedF_2015__SID608_12M__bin.7	10068	No	BackhedF_2015	SID608_12M	4655811	44876	159	98.07	0.81	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID608_12M__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID608_12M__bin.7.txt
BackhedF_2015__SID608_B__bin.1	10119	No	BackhedF_2015	SID608_B	5339185	106738	78	97.17	0.09	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/BackhedF_2015__SID608_B__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/BackhedF_2015__SID608_B__bin.1.txt
BackhedF_2015__SID615_4M__bin.8	10068	No	BackhedF_2015	SID615_4M	4665306	125521	63	99.97	0.76	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID615_4M__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID615_4M__bin.8.txt
BackhedF_2015__SID622_4M__bin.7	10068	No	BackhedF_2015	SID622_4M	4658282	43120	194	99.47	0.74	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID622_4M__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID622_4M__bin.7.txt
BackhedF_2015__SID622_B__bin.3	10068	No	BackhedF_2015	SID622_B	4468514	15558	424	95.76	1.59	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID622_B__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID622_B__bin.3.txt
BackhedF_2015__SID622_M__bin.3	10068	No	BackhedF_2015	SID622_M	4419286	30447	212	98.03	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID622_M__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID622_M__bin.3.txt
BackhedF_2015__SID624_4M__bin.7	10068	No	BackhedF_2015	SID624_4M	3058072	115840	38	58.62	0.00	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID624_4M__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID624_4M__bin.7.txt
BackhedF_2015__SID624_B__bin.4	10068	No	BackhedF_2015	SID624_B	4420610	72751	97	99.97	0.09	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID624_B__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID624_B__bin.4.txt
BackhedF_2015__SID626_4M__bin.12	10068	No	BackhedF_2015	SID626_4M	4669816	120494	64	98.78	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID626_4M__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID626_4M__bin.12.txt
BackhedF_2015__SID626_B__bin.3	10068	No	BackhedF_2015	SID626_B	2795301	119538	37	52.57	0.00	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID626_B__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID626_B__bin.3.txt
BackhedF_2015__SID633_12M__bin.23	10068	No	BackhedF_2015	SID633_12M	4426859	15355	434	98.30	1.30	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID633_12M__bin.23.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID633_12M__bin.23.txt
BackhedF_2015__SID633_4M__bin.7	10068	No	BackhedF_2015	SID633_4M	4321103	55830	134	96.38	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID633_4M__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID633_4M__bin.7.txt
BackhedF_2015__SID635_4M__bin.14	10068	No	BackhedF_2015	SID635_4M	4558394	29176	240	97.31	4.74	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID635_4M__bin.14.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID635_4M__bin.14.txt
BackhedF_2015__SID635_4M__bin.9	10127	No	BackhedF_2015	SID635_4M	4344241	36952	177	94.56	0.38	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10127/BackhedF_2015__SID635_4M__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10127.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10127/BackhedF_2015__SID635_4M__bin.9.txt
BackhedF_2015__SID635_M__bin.23	10068	No	BackhedF_2015	SID635_M	3689644	4740	912	76.50	0.79	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID635_M__bin.23.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID635_M__bin.23.txt
BackhedF_2015__SID637_12M__bin.13	10130	No	BackhedF_2015	SID637_12M	4798278	56229	147	99.47	0.99	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10130/BackhedF_2015__SID637_12M__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10130.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10130/BackhedF_2015__SID637_12M__bin.13.txt
BackhedF_2015__SID637_4M__bin.4	10068	No	BackhedF_2015	SID637_4M	4596141	96209	80	99.07	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID637_4M__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID637_4M__bin.4.txt
BackhedF_2015__SID70_12M__bin.23	10068	No	BackhedF_2015	SID70_12M	4314182	11502	503	97.00	1.31	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID70_12M__bin.23.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID70_12M__bin.23.txt
BackhedF_2015__SID70_4M__bin.12	10130	No	BackhedF_2015	SID70_4M	4068592	7594	697	90.60	1.64	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10130/BackhedF_2015__SID70_4M__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10130.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10130/BackhedF_2015__SID70_4M__bin.12.txt
BackhedF_2015__SID78_4M__bin.7	10068	No	BackhedF_2015	SID78_4M	4657775	147034	46	99.37	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID78_4M__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID78_4M__bin.7.txt
BackhedF_2015__SID78_B__bin.4	10068	No	BackhedF_2015	SID78_B	3269982	115398	52	68.52	0.05	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID78_B__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID78_B__bin.4.txt
BackhedF_2015__SID78_M__bin.30	10068	No	BackhedF_2015	SID78_M	4296129	11657	542	93.57	1.58	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/BackhedF_2015__SID78_M__bin.30.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/BackhedF_2015__SID78_M__bin.30.txt
